@relation coords

@attribute ﻿lon numeric
@attribute lat numeric

@data
13.296401,52.498431
13.296404,52.498435
13.296405,52.49844
13.296415,52.49844
13.296426,52.498435
13.296438,52.498439
13.296443,52.49844
13.29644,52.498441
13.296432,52.498444
13.296424,52.498447
13.296427,52.498436
13.296426,52.498429
13.29643,52.498447
13.296423,52.498438
13.296422,52.49843
13.296422,52.498425
13.296421,52.498423
13.296429,52.498421
13.29644,52.498424
13.29645,52.498428
13.29648,52.498447
13.29649,52.498447
13.296499,52.498448
13.296504,52.498448
13.296499,52.49843
13.296484,52.498404
13.296474,52.498389
13.296513,52.498372
13.29651,52.498376
13.296491,52.498329
13.296485,52.498347
13.29648,52.498371
13.296472,52.49839
13.29647,52.49842
13.29646,52.498422
13.296442,52.498421
13.296437,52.498428
13.296416,52.498432
13.29638,52.498433
13.296371,52.498441
13.296359,52.498439
13.296339,52.498426
13.296339,52.498424
13.29636,52.498412
13.296358,52.498411
13.296365,52.498406
13.29636,52.498401
13.296357,52.498401
13.296341,52.498383
13.296344,52.498381
13.296344,52.498385
13.296348,52.49839
13.296341,52.498386
13.296317,52.498364
13.296308,52.498365
13.296303,52.498384
13.296288,52.498367
13.296268,52.498318
13.296264,52.498314
13.296259,52.498308
13.296262,52.498308
13.296282,52.498325
13.296284,52.49835
13.296274,52.498347
13.296252,52.498334
13.296243,52.498336
13.296244,52.498339
13.296243,52.498341
13.296257,52.498356
13.296262,52.498356
13.296271,52.49836
13.296264,52.498358
13.296258,52.498352
13.296255,52.49835
13.296258,52.498352
13.296258,52.49835
13.296282,52.498348
13.296289,52.498345
13.296286,52.498341
13.296286,52.498339
13.296291,52.498332
13.296292,52.498326
13.296293,52.49832
13.296299,52.498313
13.296306,52.498307
13.296311,52.498303
13.296314,52.498294
13.296325,52.498291
13.296373,52.498306
13.296378,52.498301
13.296376,52.498297
13.296402,52.498291
13.296399,52.498292
13.296395,52.498294
13.296387,52.498291
13.296386,52.498297
13.296386,52.498297
13.296379,52.49831
13.296378,52.498319
13.296374,52.498322
13.296378,52.498334
13.296377,52.498338
13.29642,52.498399
13.296422,52.498405
13.296419,52.498409
13.296441,52.498428
13.296444,52.498428
13.296447,52.498426
13.296455,52.498435
13.296455,52.498441
13.296452,52.498444
13.296451,52.498434
13.296433,52.498416
13.296411,52.498399
13.296403,52.498404
13.296395,52.498411
13.296387,52.498412
13.29638,52.498409
13.296354,52.498397
13.296347,52.498399
13.29634,52.498399
13.296328,52.498393
13.296323,52.498391
13.296319,52.498379
13.296318,52.498374
13.296328,52.498368
13.296318,52.498361
13.296302,52.498351
13.296299,52.498356
13.296288,52.498354
13.296287,52.498346
13.296297,52.498359
13.296293,52.498362
13.296289,52.498362
13.29628,52.498379
13.296269,52.498362
13.296263,52.498363
13.296259,52.498365
13.296256,52.498366
13.296259,52.498369
13.296263,52.498382
13.296261,52.498385
13.29628,52.498397
13.296281,52.498405
13.296285,52.498411
13.296283,52.498414
13.296329,52.49844
13.296331,52.498442
13.296327,52.498429
13.296318,52.498416
13.296311,52.498426
13.296302,52.498435
13.296303,52.498465
13.296306,52.498486
13.296298,52.498506
13.296293,52.498521
13.296304,52.498544
13.296295,52.498544
13.296296,52.498535
13.296298,52.49852
13.296274,52.498513
13.296263,52.498512
13.296258,52.498509
13.296251,52.498487
13.296248,52.498483
13.296246,52.498477
13.296239,52.498461
13.296233,52.498453
13.296205,52.49842
13.296208,52.498418
13.296206,52.498417
13.296201,52.498417
13.296183,52.498419
13.296186,52.498414
13.296191,52.498407
13.296191,52.498407
13.296188,52.498395
13.296191,52.498385
13.296208,52.498388
13.296217,52.498393
13.296275,52.498415
13.296281,52.498421
13.296282,52.498424
13.296282,52.498424
13.296281,52.498427
13.296271,52.498418
13.296264,52.498416
13.296256,52.4984
13.296253,52.4984
13.296255,52.498408
13.296286,52.498448
13.296286,52.498462
13.296279,52.498472
13.296292,52.498488
13.296286,52.498476
13.296289,52.498462
13.296287,52.498458
13.296291,52.498454
13.296286,52.498434
13.296286,52.498423
13.29628,52.498409
13.296294,52.498376
13.296301,52.498387
13.296301,52.498386
13.2963,52.498385
13.2963,52.498329
13.296302,52.498326
13.296293,52.498299
13.29629,52.498289
13.296295,52.49825
13.296298,52.498259
13.296309,52.498264
13.296326,52.498269
13.296365,52.498291
13.296365,52.498294
13.296366,52.498297
13.296371,52.498303
13.296379,52.498308
13.296393,52.498296
13.296396,52.498309
13.2964,52.498321
13.296405,52.498327
13.296411,52.498336
13.296416,52.498341
13.296408,52.498335
13.296411,52.498318
13.29642,52.498322
13.296424,52.498325
13.296429,52.498329
13.296435,52.498331
13.296444,52.498336
13.296449,52.498343
13.296444,52.498369
13.296442,52.498387
13.296432,52.498386
13.296428,52.498381
13.296425,52.498379
13.296419,52.498375
13.296424,52.498374
13.29642,52.498374
13.296415,52.498368
13.296408,52.498369
13.296405,52.49837
13.296396,52.498368
13.296389,52.498365
13.296382,52.49835
13.296379,52.498321
13.296377,52.498305
13.296359,52.498274
13.29638,52.498292
13.296389,52.498296
13.296399,52.498301
13.296454,52.498316
13.296457,52.49832
13.296456,52.498323
13.296458,52.498297
13.296447,52.49829
13.296405,52.498259
13.296398,52.498268
13.29639,52.498273
13.29639,52.498273
13.296381,52.498272
13.296379,52.498272
13.296367,52.498273
13.296342,52.498273
13.296341,52.498275
13.296335,52.49828
13.296339,52.498294
13.296338,52.498308
13.296331,52.498314
13.296328,52.498315
13.296326,52.498311
13.296329,52.498305
13.29633,52.4983
13.296328,52.498289
13.296319,52.498281
13.296309,52.498273
13.296289,52.498238
13.296291,52.498246
13.296289,52.498246
13.296288,52.498245
13.296295,52.498241
13.296293,52.498234
13.296292,52.498226
13.29629,52.498225
13.296348,52.498254
13.29634,52.498259
13.296334,52.498265
13.29633,52.49829
13.296358,52.498337
13.296346,52.498354
13.296341,52.498364
13.296387,52.498397
13.29641,52.498389
13.296409,52.498395
13.296389,52.498415
13.296381,52.498421
13.296412,52.498395
13.296406,52.498373
13.2964,52.498367
13.296395,52.498364
13.296381,52.498362
13.296392,52.498371
13.296403,52.498387
13.296395,52.498339
13.296384,52.498305
13.29637,52.498305
13.296359,52.498309
13.296346,52.498315
13.296332,52.498319
13.296321,52.498328
13.29631,52.498329
13.296302,52.498326
13.296294,52.49832
13.296282,52.498317
13.296274,52.498305
13.29626,52.498299
13.296246,52.498283
13.296235,52.498265
13.29622,52.498248
13.29621,52.498232
13.296207,52.498222
13.296203,52.498176
13.296196,52.498184
13.296196,52.49819
13.296197,52.4982
13.296213,52.498225
13.296205,52.498217
13.296207,52.498215
13.296208,52.498216
13.296213,52.49821
13.296207,52.498191
13.296203,52.498186
13.296197,52.498182
13.296194,52.498175
13.296192,52.498177
13.296189,52.498178
13.296189,52.498154
13.296204,52.498152
13.296217,52.498163
13.296231,52.498163
13.296233,52.498164
13.296237,52.498163
13.296253,52.498159
13.296284,52.498184
13.296287,52.498192
13.296299,52.498218
13.296297,52.498221
13.296295,52.498224
13.296298,52.498226
13.296298,52.498227
13.296299,52.498229
13.296299,52.498229
13.296308,52.498276
13.296285,52.498307
13.296299,52.498273
13.29627,52.498287
13.296296,52.498302
13.296278,52.498318
13.296291,52.498273
13.29629,52.498275
13.29629,52.498275
13.296254,52.498295
13.296263,52.498299
13.296279,52.498302
13.296294,52.498315
13.296294,52.498315
13.296287,52.498321
13.296287,52.498321
13.296287,52.498321
13.296284,52.49832
13.296316,52.498273
13.29632,52.49829
13.296288,52.498307
13.296288,52.498307
13.296268,52.498297
13.296274,52.498313
13.296303,52.498299
13.296281,52.498318
13.296329,52.498322
13.29629,52.498334
13.296302,52.498285
13.296274,52.498291
13.29626,52.498307
13.29652,52.498269
13.296535,52.498272
13.296535,52.498272
13.296552,52.498296
13.296562,52.498305
13.296566,52.498308
13.296575,52.498309
13.296585,52.498304
13.296598,52.498311
13.296619,52.498318
13.296632,52.498323
13.296676,52.498343
13.296694,52.498358
13.296743,52.498389
13.296752,52.498394
13.296734,52.498378
13.29673,52.498378
13.29673,52.498378
13.296684,52.498357
13.296693,52.498371
13.296693,52.498371
13.296687,52.498365
13.296676,52.498334
13.296672,52.498334
13.296654,52.498324
13.296657,52.498325
13.296661,52.498341
13.296667,52.498352
13.296669,52.49836
13.296658,52.498359
13.296656,52.498366
13.296657,52.498362
13.296656,52.49837
13.296648,52.498364
13.296633,52.498355
13.296619,52.498349
13.296608,52.498343
13.2966,52.498348
13.296615,52.498358
13.296623,52.49834
13.296617,52.498325
13.296613,52.498317
13.296602,52.498313
13.296559,52.498287
13.296548,52.498287
13.296546,52.498291
13.296521,52.498279
13.296501,52.498273
13.296475,52.498253
13.296474,52.498261
13.29647,52.498267
13.296466,52.498269
13.296443,52.498256
13.29643,52.498236
13.296429,52.498235
13.296433,52.498232
13.296437,52.49821
13.296436,52.498216
13.296435,52.498215
13.296409,52.498228
13.296391,52.498207
13.296354,52.498188
13.296326,52.498231
13.296296,52.498249
13.296284,52.498259
13.296272,52.498267
13.296268,52.498314
13.29631,52.498343
13.29637,52.498345
13.296439,52.498366
13.296456,52.498359
13.296437,52.498352
13.296441,52.498346
13.296441,52.498332
13.296437,52.498334
13.296441,52.498325
13.296448,52.498328
13.296461,52.498336
13.296465,52.49835
13.296464,52.498355
13.296476,52.498353
13.296494,52.498361
13.296491,52.498368
13.296486,52.498361
13.296466,52.49831
13.296457,52.49829
13.296458,52.498307
13.296449,52.498301
13.296401,52.498251
13.296404,52.498238
13.296396,52.498247
13.296404,52.498267
13.29641,52.498316
13.296413,52.498333
13.296383,52.49829
13.296366,52.498299
13.29637,52.49831
13.296389,52.498345
13.296375,52.498363
13.296377,52.498363
13.296376,52.498367
13.29639,52.49837
13.296396,52.498376
13.296391,52.498327
13.296394,52.498337
13.296392,52.49833
13.296395,52.498321
13.296402,52.498311
13.296406,52.498301
13.296423,52.498291
13.296405,52.498277
13.296385,52.498281
13.296394,52.498254
13.296462,52.498277
13.296445,52.498278
13.296465,52.498281
13.296476,52.49828
13.296487,52.498285
13.29649,52.498298
13.296478,52.498302
13.296487,52.498304
13.296483,52.49831
13.296488,52.498317
13.296489,52.498353
13.296501,52.498366
13.296508,52.498388
13.296517,52.498418
13.296516,52.49843
13.296513,52.498443
13.296525,52.498458
13.296535,52.498477
13.296529,52.498475
13.296492,52.498437
13.296504,52.498442
13.296519,52.498424
13.296519,52.498419
13.29651,52.498402
13.296501,52.498388
13.296466,52.498364
13.296438,52.498334
13.296449,52.498332
13.296472,52.498319
13.296499,52.498323
13.296541,52.498329
13.296577,52.498335
13.296617,52.498347
13.296641,52.498353
13.296606,52.498336
13.296603,52.498334
13.296519,52.498312
13.296504,52.498358
13.296518,52.498387
13.296525,52.498377
13.296515,52.498363
13.296521,52.498366
13.296539,52.498373
13.296545,52.498371
13.296512,52.498329
13.296509,52.498336
13.296517,52.498326
13.296507,52.498302
13.296508,52.498304
13.296515,52.498294
13.296502,52.498296
13.296499,52.498294
13.296461,52.498325
13.296456,52.49833
13.296471,52.498335
13.296479,52.498338
13.296484,52.49834
13.296498,52.498344
13.296505,52.498345
13.296532,52.498347
13.296532,52.498347
13.296499,52.498337
13.296472,52.498328
13.296459,52.498315
13.296454,52.498317
13.296447,52.498321
13.296427,52.498321
13.296427,52.498324
13.296455,52.498333
13.296447,52.498327
13.296421,52.498323
13.296422,52.498321
13.296424,52.498319
13.296425,52.49832
13.296389,52.498277
13.296416,52.498266
13.296414,52.49826
13.296423,52.498258
13.296439,52.498259
13.296469,52.498253
13.296477,52.49826
13.296462,52.498304
13.296452,52.498315
13.296452,52.498319
13.296453,52.498321
13.296451,52.498314
13.296454,52.49831
13.296461,52.498308
13.296464,52.498309
13.296464,52.498311
13.296461,52.498312
13.296458,52.498314
13.296455,52.498315
13.296425,52.498306
13.296391,52.498297
13.296361,52.498287
13.296347,52.498281
13.296348,52.498281
13.296317,52.498267
13.296309,52.498269
13.296309,52.498269
13.296308,52.498264
13.296308,52.498263
13.296307,52.498262
13.296307,52.498262
13.296307,52.498262
13.296311,52.498259
13.296315,52.498259
13.296314,52.498259
13.296307,52.498261
13.296304,52.498262
13.296263,52.498288
13.29631,52.498263
13.296305,52.498261
13.296307,52.498262
13.296305,52.498266
13.296305,52.498266
13.296308,52.498267
13.2963,52.498264
13.296295,52.498263
13.296295,52.49826
13.296312,52.498256
13.296316,52.498261
13.296326,52.498268
13.296332,52.498277
13.296328,52.49829
13.29632,52.498303
13.296306,52.498315
13.296296,52.49833
13.296293,52.498346
13.296309,52.498353
13.29634,52.49836
13.296384,52.498369
13.296444,52.498379
13.296497,52.498377
13.29656,52.498364
13.296626,52.498356
13.296685,52.498349
13.296735,52.498345
13.296731,52.498341
13.296721,52.498336
13.296709,52.498325
13.296695,52.498314
13.296685,52.498301
13.296648,52.498303
13.296607,52.498319
13.296581,52.498328
13.296568,52.498336
13.296559,52.498341
13.296558,52.49833
13.296554,52.498326
13.296563,52.49832
13.296552,52.498316
13.29653,52.498318
13.296498,52.498319
13.296459,52.498317
13.296445,52.498312
13.296445,52.498312
13.296424,52.498357
13.296404,52.498359
13.29642,52.498358
13.296508,52.498365
13.296511,52.498351
13.296555,52.498316
13.296568,52.498303
13.296575,52.498299
13.296624,52.49831
13.296639,52.498309
13.296638,52.49831
13.296635,52.498314
13.296634,52.498315
13.296637,52.498314
13.296641,52.498314
13.296654,52.498314
13.296612,52.498304
13.296557,52.498294
13.296521,52.49829
13.296492,52.498288
13.296474,52.498286
13.296463,52.498283
13.296453,52.498279
13.296445,52.498275
13.296437,52.498271
13.29643,52.498267
13.296423,52.498264
13.296416,52.49826
13.296377,52.498266
13.296336,52.498272
13.2963,52.498279
13.296267,52.498285
13.296244,52.49829
13.296224,52.498293
13.296224,52.498272
13.296225,52.498273
13.296226,52.498271
13.296225,52.498271
13.296242,52.498291
13.296246,52.498294
13.29626,52.498306
13.296249,52.498313
13.296248,52.498313
13.296229,52.498275
13.296227,52.498273
13.296244,52.498306
13.29623,52.498267
13.296242,52.498301
13.296246,52.498309
13.296287,52.498289
13.29625,52.498294
13.296245,52.498296
13.296248,52.498312
13.296247,52.498313
13.296286,52.498289
13.296229,52.498272
13.296223,52.498272
13.296261,52.498213
13.296265,52.498207
13.296243,52.498209
13.296268,52.498198
13.296302,52.498189
13.296318,52.498183
13.296326,52.498175
13.296341,52.498174
13.296341,52.498168
13.296341,52.498168
13.296346,52.498161
13.296359,52.498184
13.296358,52.498178
13.296355,52.498171
13.296349,52.498162
13.296343,52.498154
13.296335,52.498143
13.296328,52.498134
13.296322,52.498126
13.296315,52.49812
13.296311,52.498112
13.296309,52.498104
13.296303,52.498094
13.296293,52.498084
13.296284,52.498075
13.296273,52.498068
13.296259,52.498056
13.296241,52.498043
13.296222,52.498034
13.296203,52.49803
13.296182,52.498029
13.296151,52.498026
13.296118,52.498027
13.29609,52.49803
13.296069,52.498032
13.296051,52.498025
13.296037,52.498019
13.296021,52.498012
13.296001,52.498004
13.29598,52.497998
13.295961,52.497996
13.295937,52.497994
13.295911,52.497994
13.29589,52.497994
13.295871,52.497996
13.295857,52.497995
13.295838,52.497997
13.295814,52.497997
13.295789,52.497997
13.295767,52.497997
13.295749,52.497997
13.295733,52.497998
13.295713,52.498002
13.295695,52.498002
13.295674,52.498002
13.295652,52.498006
13.295634,52.498006
13.295619,52.498005
13.295608,52.498003
13.295597,52.497998
13.295584,52.497989
13.29557,52.497981
13.295557,52.497976
13.295548,52.497974
13.295545,52.497975
13.29555,52.497973
13.29555,52.497973
13.29557,52.497946
13.295562,52.497944
13.295537,52.497944
13.295523,52.497949
13.295519,52.497955
13.295519,52.49796
13.295529,52.497966
13.295537,52.497971
13.295545,52.497977
13.295543,52.497975
13.295542,52.497973
13.29554,52.497972
13.295532,52.497971
13.295529,52.497969
13.295527,52.497963
13.295522,52.497958
13.295516,52.497953
13.295517,52.497949
13.295522,52.497946
13.29553,52.497943
13.295537,52.497939
13.295546,52.49793
13.295553,52.497928
13.29554,52.497957
13.29553,52.497977
13.295519,52.497993
13.295476,52.497992
13.295442,52.497995
13.295442,52.497995
13.295437,52.498018
13.295476,52.498013
13.29548,52.49801
13.295484,52.497997
13.295471,52.497978
13.29546,52.497952
13.295438,52.497925
13.29538,52.497888
13.295299,52.497848
13.295193,52.497817
13.295073,52.497786
13.29493,52.497765
13.294648,52.497777
13.294531,52.497715
13.294362,52.497737
13.294212,52.497703
13.294107,52.497637
13.293958,52.497628
13.293822,52.49762
13.293704,52.497571
13.293579,52.497575
13.293437,52.497559
